Price,Close,High,Low,Open,Volume
Ticker,BAS.DE,BAS.DE,BAS.DE,BAS.DE,BAS.DE
Date,,,,,
2026-04-01,50.939998626708984,52.86000061035156,50.84000015258789,52.779998779296875,4435647
2026-04-02,50.939998626708984,51.400001525878906,50.47999954223633,50.81999969482422,2650817
2026-04-07,51.93000030517578,52.47999954223633,50.79999923706055,50.849998474121094,3842159
2026-04-08,52.209999084472656,52.47999954223633,50.77000045776367,52.47999954223633,4314708
2026-04-09,53.58000183105469,53.58000183105469,52.45000076293945,52.79999923706055,3870026
2026-04-10,54.70000076293945,55.0,53.36000061035156,53.52000045776367,4584003
