Price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,
2026-04-01,294.8999938964844,297.9849853515625,289.4700012207031,289.9800109863281,24403600
2026-04-02,294.4599914550781,295.8999938964844,287.57000732421875,288.989990234375,13433400
2026-04-06,297.6600036621094,298.42498779296875,293.7900085449219,294.70001220703125,10121700
2026-04-07,303.92999267578125,304.1000061035156,295.42498779296875,300.1400146484375,17317700
2026-04-08,314.739990234375,319.3900146484375,312.7049865722656,317.8299865722656,20887500
2026-04-09,316.3699951171875,317.42999267578125,309.4700012207031,313.19000244140625,14606800
2026-04-10,315.7200012207031,319.5,314.5400085449219,318.2250061035156,11977800
