Date,Close
2019-04-15,99.389999
2019-04-16,99.330002
2019-04-17,98.099998
2019-04-18,99.660004
2019-04-23,100.800003
2019-04-24,107.0
2019-04-25,115.080002
2019-04-26,115.339996
2019-04-29,113.720001
2019-04-30,114.199997
2019-05-02,113.599998
2019-05-03,112.599998
2019-05-06,111.379997
2019-05-07,112.199997
2019-05-08,110.0
2019-05-09,110.099998
2019-05-10,111.599998
2019-05-13,110.940002
2019-05-14,110.800003
2019-05-15,112.860001
2019-05-16,111.660004
2019-05-17,115.300003
2019-05-20,113.879997
2019-05-21,112.82
2019-05-22,113.559998
2019-05-23,114.440002
2019-05-24,113.339996
2019-05-27,114.220001
2019-05-28,113.800003
2019-05-29,112.239998
2019-05-30,111.580002
2019-05-31,111.440002
2019-06-03,109.599998
2019-06-04,108.919998
2019-06-05,112.239998
2019-06-06,112.160004
2019-06-07,112.099998
2019-06-11,114.019997
2019-06-12,112.379997
2019-06-13,113.760002
2019-06-14,114.68
2019-06-17,114.599998
2019-06-18,115.0
2019-06-19,117.559998
2019-06-20,118.5
2019-06-21,118.639999
2019-06-24,118.5
2019-06-25,118.68
2019-06-26,117.440002
2019-06-27,118.800003
2019-06-28,118.32
2019-07-01,122.580002
2019-07-02,122.860001
2019-07-03,123.459999
2019-07-04,124.860001
2019-07-05,123.68
2019-07-08,122.660004
2019-07-09,123.419998
2019-07-10,122.980003
2019-07-11,122.5
2019-07-12,121.980003
2019-07-15,121.260002
2019-07-16,121.440002
2019-07-17,121.139999
2019-07-18,110.0
2019-07-19,113.279999
2019-07-22,112.0
2019-07-23,111.980003
2019-07-24,112.559998
2019-07-25,114.620003
2019-07-26,113.300003
2019-07-29,114.199997
2019-07-30,113.639999
2019-07-31,110.5
2019-08-01,110.620003
2019-08-02,110.68
2019-08-05,108.220001
2019-08-06,106.339996
2019-08-07,104.660004
2019-08-08,108.0
2019-08-09,108.519997
2019-08-12,106.68
2019-08-13,105.919998
2019-08-14,107.839996
2019-08-15,106.519997
2019-08-16,106.239998
2019-08-19,108.559998
2019-08-20,107.959999
2019-08-21,107.160004
2019-08-22,109.339996
2019-08-23,108.5
2019-08-26,105.620003
2019-08-27,107.0
2019-08-28,107.739998
2019-08-29,106.82
2019-08-30,108.599998
2019-09-02,108.059998
2019-09-03,108.339996
2019-09-04,108.919998
2019-09-05,110.0
2019-09-06,111.900002
2019-09-09,111.080002
2019-09-10,109.699997
2019-09-11,109.440002
2019-09-12,109.139999
2019-09-13,109.519997
2019-09-16,107.160004
2019-09-17,106.800003
2019-09-18,108.5
2019-09-19,108.199997
2019-09-20,108.839996
2019-09-23,109.139999
2019-09-24,108.720001
2019-09-25,107.5
2019-09-26,106.639999
2019-09-27,107.699997
2019-09-30,107.559998
2019-10-01,108.379997
2019-10-02,106.879997
2019-10-04,103.559998
2019-10-07,104.5
2019-10-08,104.900002
2019-10-09,103.139999
2019-10-10,105.620003
2019-10-11,113.5
2019-10-14,114.599998
2019-10-15,115.0
2019-10-16,115.480003
2019-10-17,116.639999
2019-10-18,115.779999
2019-10-21,116.239998
2019-10-22,119.32
2019-10-23,117.800003
2019-10-24,119.400002
2019-10-25,118.980003
2019-10-28,119.160004
2019-10-29,119.559998
2019-10-30,118.480003
2019-10-31,119.099998
2019-11-01,118.900002
2019-11-04,120.059998
2019-11-05,120.959999
2019-11-06,120.120003
2019-11-07,122.480003
2019-11-08,122.300003
2019-11-11,123.040001
2019-11-12,123.519997
2019-11-13,122.5
2019-11-14,122.0
2019-11-15,122.5
2019-11-18,121.559998
2019-11-19,122.379997
2019-11-20,122.220001
2019-11-21,121.440002
2019-11-22,122.239998
2019-11-25,123.400002
2019-11-26,123.540001
2019-11-27,123.0
2019-11-28,122.419998
2019-11-29,121.620003
2019-12-02,123.400002
2019-12-03,120.580002
2019-12-04,120.360001
2019-12-05,122.239998
