Date,Close
2019-04-15,23.65
2019-04-16,23.629999
2019-04-17,23.02
2019-04-18,22.9
2019-04-23,22.9
2019-04-24,22.82
2019-04-25,22.610001
2019-04-26,22.83
2019-04-29,22.799999
2019-04-30,22.530001
2019-05-02,22.49
2019-05-03,22.24
2019-05-06,21.84
2019-05-07,21.59
2019-05-08,21.780001
2019-05-09,21.950001
2019-05-10,21.860001
2019-05-13,22.17
2019-05-14,22.059999
2019-05-15,23.209999
2019-05-16,23.32
2019-05-17,23.610001
2019-05-20,23.450001
2019-05-21,23.34
2019-05-22,23.24
2019-05-23,23.25
2019-05-24,23.0
2019-05-27,22.959999
2019-05-28,22.82
2019-05-29,22.530001
2019-05-30,22.379999
2019-05-31,22.27
2019-06-03,22.15
2019-06-04,22.190001
2019-06-05,22.379999
2019-06-06,22.610001
2019-06-07,23.1
2019-06-11,23.48
2019-06-12,23.120001
2019-06-13,23.01
2019-06-14,22.75
2019-06-17,22.99
2019-06-18,22.74
2019-06-19,23.620001
2019-06-20,23.120001
2019-06-21,22.889999
2019-06-24,22.370001
2019-06-25,22.1
2019-06-26,21.91
2019-06-27,21.639999
2019-06-28,21.450001
2019-07-01,21.799999
2019-07-02,21.9
2019-07-03,22.4
2019-07-04,22.690001
2019-07-05,22.879999
2019-07-08,22.809999
2019-07-09,22.85
2019-07-10,22.67
2019-07-11,22.9
2019-07-12,23.0
2019-07-15,23.1
2019-07-16,23.48
2019-07-17,23.360001
2019-07-18,23.459999
2019-07-19,23.93
2019-07-22,23.93
2019-07-23,24.299999
2019-07-24,23.870001
2019-07-25,24.200001
2019-07-26,24.440001
2019-07-29,24.309999
2019-07-30,24.440001
2019-07-31,24.42
2019-08-01,24.5
2019-08-02,24.85
2019-08-05,25.0
2019-08-06,24.450001
2019-08-07,25.190001
2019-08-08,25.49
2019-08-09,25.540001
2019-08-12,25.709999
2019-08-13,25.4
2019-08-14,25.629999
2019-08-15,25.52
2019-08-16,25.5
2019-08-19,25.719999
2019-08-20,25.639999
2019-08-21,25.43
2019-08-22,25.5
2019-08-23,25.5
2019-08-26,25.09
2019-08-27,25.42
2019-08-28,25.950001
2019-08-29,25.65
2019-08-30,25.74
2019-09-02,26.040001
2019-09-03,26.92
2019-09-04,27.16
2019-09-05,27.18
2019-09-06,26.5
2019-09-09,26.84
2019-09-10,26.309999
2019-09-11,26.27
2019-09-12,26.379999
